Project,Release,Package,Classes,Refactoring-LOC,Smells-Rank-3,Efforts-Rank-3,Smells-Rank-5,Efforts-Rank-5,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,FANIN,FANOUT,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency
beam,2.11.0,org.apache.beam.sdk.io.rabbitmq,13,0,Medium,Medium,Medium,Medium,57,2,201,107,1122,275,0,0,29,55,,,,LCC: 0.23,,,
beam,2.11.0,org.apache.beam.sdk.io.synthetic.delay,2,0,Medium,Medium,Medium,Medium,4,0,5,4,71,13,0,0,7,5,,,,,,,Packages(1): org.apache.beam.sdk.io.synthetic
beam,2.11.0,org.apache.beam.sdk.io.tika,10,0,Medium,Medium,Medium,Medium,14,1,84,47,528,102,0,0,18,64,,,,LCC: 0.3,,,
beam,2.11.0,org.apache.beam.sdk.loadtests,21,0,Medium,Medium,Medium,Medium,23,0,151,21,609,193,8,8,19,84,,,,LCC: 0.24,,,
beam,2.11.0,org.apache.beam.sdk.nexmark,25,0,High,Medium,High,Medium,155,66,298,99,3183,631,0,0,158,173,,Packages(2): org.apache.beam.sdk.nexmark.model;org.apache.beam.sdk.nexmark,,,,,Packages(5): org.apache.beam.sdk.testutils.metrics;org.apache.beam.sdk.nexmark.queries;org.apache.beam.sdk.io.gcp.pubsub;org.apache.beam.sdk.io.kafka;org.apache.beam.sdk.io.gcp.bigquery
beam,2.11.0,org.apache.beam.sdk.nexmark.model,14,0,Medium,Medium,Medium,Medium,84,55,141,136,1090,186,13,13,138,43,,,,,,,Packages(2): org.apache.beam.sdk.coders;org.apache.beam.sdk.nexmark
beam,2.11.0,org.apache.beam.sdk.nexmark.queries,55,0,Medium,Medium,Medium,Medium,176,29,336,241,3584,635,39,39,94,455,,,,,classes: 55,,
beam,2.11.0,org.apache.beam.sdk.nexmark.queries.sql,15,0,Medium,Medium,Medium,Medium,42,10,43,32,372,43,0,0,7,122,,,,LCC: 0.53,,,
beam,2.11.0,org.apache.beam.sdk.nexmark.sources,8,0,Medium,Medium,Medium,Medium,40,0,72,65,719,130,0,0,8,46,,,,LCC: 0.38,,,
beam,2.11.0,org.apache.beam.sdk.nexmark.sources.generator,4,0,Medium,Medium,Medium,Medium,31,19,54,52,506,74,0,0,27,16,,,,,,,Packages(2): org.apache.beam.sdk.io;org.apache.beam.sdk.nexmark
beam,2.11.0,org.apache.beam.sdk.nexmark.sources.generator.model,6,0,Medium,Medium,Medium,Medium,11,0,18,12,281,32,0,0,4,7,,,,LCC: 0.83,,,
beam,2.11.0,org.apache.beam.runners.apex,21,0,High,Medium,High,Medium,46,3,119,78,942,168,1,1,73,51,,Packages(3): org.apache.beam.runners.apex.translation.operators;org.apache.beam.runners.apex;org.apache.beam.runners.apex.translation,,,,,Packages(1): org.apache.beam.runners.apex.translation
beam,2.11.0,org.apache.beam.runners.apex.translation,31,0,High,Medium,High,Medium,88,0,139,121,1310,220,11,11,33,85,,,,LCC: 0.23,classes: 31,,
beam,2.11.0,org.apache.beam.runners.apex.translation.operators,14,0,Medium,Medium,Medium,Medium,83,19,98,73,1068,183,4,4,31,76,,,,LCC: 0.29,,,
beam,2.11.0,org.apache.beam.runners.apex.translation.utils,26,0,High,Medium,High,Medium,68,0,232,206,1213,256,7,10,58,58,,,,LCC: 0.31,,,Packages(1): org.apache.beam.runners.apex
beam,2.11.0,org.apache.beam.runners.core.construction,226,19,High,High,High,Very High,432,111,1624,1228,10541,2091,34,33,1069,556,,,,,classes: 226,,Packages(1): org.apache.beam.runners.core.construction.graph
beam,2.11.0,org.apache.beam.runners.core.construction.graph,44,78,Medium,High,Medium,Very High,30,2,286,166,2414,416,6,6,277,161,,,,,classes: 44,,
beam,2.11.0,org.apache.beam.runners.core,167,0,High,Medium,High,Medium,532,27,1708,1371,11352,2106,56,57,1314,526,,,,,classes: 167,,Packages(1): org.apache.beam.runners.core.triggers
beam,2.11.0,org.apache.beam.runners.core.metrics,54,13,Medium,High,Medium,Very High,173,23,350,255,2831,457,6,6,224,107,,,,,classes: 54,,
beam,2.11.0,org.apache.beam.runners.core.triggers,64,0,Medium,Medium,Medium,Medium,121,1,610,503,3902,788,31,33,309,310,,,,,classes: 64,,
beam,2.11.0,org.apache.beam.runners.direct,265,0,High,Medium,High,Medium,865,46,1826,1372,14251,2404,72,72,905,1101,,,,,classes: 265,,Packages(1): org.apache.beam.runners.direct.portable
beam,2.11.0,org.apache.beam.runners.direct.portable,111,0,Medium,Medium,Medium,Medium,361,12,731,535,5815,963,34,33,334,609,,,,,classes: 111,,
beam,2.11.0,org.apache.beam.runners.direct.portable.job,7,0,Medium,Medium,Medium,Medium,28,6,45,19,375,54,0,0,7,19,,,,LCC: 0.29,,,
beam,2.11.0,org.apache.beam.runners.flink,102,68,High,High,High,Very High,160,9,628,406,5417,865,29,50,233,385,,,,,classes: 102,,Packages(1): org.apache.beam.runners.flink.translation.wrappers.streaming
beam,2.11.0,org.apache.beam.runners.flink.metrics,9,0,High,Medium,High,Medium,24,1,47,34,479,67,0,0,17,15,,,,LCC: 0.22,,,Packages(1): org.apache.beam.runners.flink
beam,2.11.0,org.apache.beam.runners.flink.translation.functions,45,0,High,Medium,High,Medium,160,4,230,151,2122,340,8,8,89,180,,,,,classes: 45,,Packages(1): org.apache.beam.runners.flink
beam,2.11.0,org.apache.beam.runners.flink.translation.types,9,0,High,Medium,High,Medium,12,0,94,93,469,115,0,0,24,13,,,,LCC: 0.33,,,Packages(1): org.apache.beam.runners.flink.translation.wrappers
beam,2.11.0,org.apache.beam.runners.flink.translation.wrappers.streaming.io,15,0,High,Medium,High,Medium,70,0,180,166,1614,279,0,0,33,35,,,,LCC: 0.27,,,Packages(1): org.apache.beam.runners.flink
beam,2.11.0,org.apache.beam.runners.flink.streaming,12,0,Medium,Medium,Medium,Medium,26,1,86,77,611,103,0,0,6,28,,,,LCC: 0.67,classes: 33,,
beam,2.11.0,org.apache.beam.runners.gearpump,9,0,Medium,Medium,Medium,Medium,7,0,35,20,249,46,0,0,26,19,,,,,,,Packages(1): org.apache.beam.runners.gearpump.translators
beam,2.11.0,org.apache.beam.runners.gearpump.translators,31,0,Medium,Medium,Medium,Medium,44,1,121,105,981,145,7,7,43,59,,,,,classes: 31,,
beam,2.11.0,org.apache.beam.runners.gearpump.translators.utils,7,0,High,Medium,High,Medium,21,0,32,30,238,43,0,0,14,14,,,,LCC: 0.43,,,Packages(1): org.apache.beam.runners.gearpump.translators
beam,2.11.0,org.apache.beam.runners.dataflow,147,0,Medium,Medium,Medium,Medium,368,19,1085,746,9431,1473,11,11,324,470,,,,,classes: 147,,
beam,2.11.0,org.apache.beam.runners.dataflow.options,17,0,Medium,Medium,Medium,Medium,9,4,133,36,678,135,6,3,87,17,,,,,,,Packages(1): org.apache.beam.runners.dataflow
beam,2.11.0,org.apache.beam.runners.dataflow.util,43,0,High,Medium,High,Medium,121,60,360,295,3063,519,5,5,314,97,,,,,classes: 43,,Packages(2): org.apache.beam.runners.dataflow.options;org.apache.beam.runners.dataflow
beam,2.11.0,org.apache.beam.runners.dataflow.worker,496,0,High,Medium,Very High,Medium,1769,109,3641,2745,32974,5289,119,134,1365,2398,,Packages(2): org.apache.beam.runners.dataflow.worker;org.apache.beam.runners.dataflow.worker.fn.control,,,LOC: 32974,,Packages(1): org.apache.beam.runners.dataflow.worker.fn.control
beam,2.11.0,org.apache.beam.runners.dataflow.worker.counters,38,0,High,Medium,High,Medium,54,9,380,294,2237,453,25,56,319,100,,,,,classes: 38,,Packages(1): org.apache.beam.runners.dataflow.worker
beam,2.11.0,org.apache.beam.runners.dataflow.worker.fn.data,8,0,High,Medium,High,Medium,60,0,66,57,755,105,0,0,14,22,,,,LCC: 0.38,,,Packages(1): org.apache.beam.runners.dataflow.worker
beam,2.11.0,org.apache.beam.runners.dataflow.worker.fn.stream,4,0,Medium,Medium,Medium,Medium,7,0,12,10,99,15,2,2,7,5,,,,,,,Packages(1): org.apache.beam.runners.dataflow
beam,2.11.0,org.apache.beam.runners.dataflow.worker.graph,47,0,High,Medium,High,Medium,67,10,347,245,4000,596,13,13,197,238,,,,,classes: 47,,Packages(1): org.apache.beam.runners.dataflow.worker
beam,2.11.0,org.apache.beam.runners.dataflow.worker.logging,11,0,Medium,Medium,Medium,Medium,64,4,105,79,973,141,0,0,33,25,,,,,,,Packages(1): org.apache.beam.runners.dataflow.worker
beam,2.11.0,org.apache.beam.runners.dataflow.worker.options,8,0,High,Medium,High,Medium,2,0,30,14,163,32,0,0,7,4,,,,LCC: 0.75,,,Packages(1): org.apache.beam.runners.dataflow.worker.windmill
beam,2.11.0,org.apache.beam.runners.dataflow.worker.util,66,0,High,Medium,High,Medium,148,28,379,320,2929,498,13,13,161,198,,,,,classes: 66,,Packages(1): org.apache.beam.runners.core.triggers
beam,2.11.0,org.apache.beam.runners.dataflow.worker.util.common,8,0,Medium,Medium,Medium,Medium,17,4,61,47,384,81,1,1,12,14,,,,LCC: 0.25,,,
beam,2.11.0,org.apache.beam.runners.dataflow.worker.util.common.worker,103,0,High,Medium,High,Medium,324,41,744,600,5663,935,42,50,469,307,,,,,classes: 103,,Packages(1): org.apache.beam.runners.dataflow.worker
beam,2.11.0,org.apache.beam.runners.dataflow.worker.windmill,33,0,High,Medium,High,Medium,187,1,345,191,3007,579,14,15,60,56,,,,,classes: 33,,Packages(1): org.apache.beam.runners.dataflow.worker
beam,2.11.0,org.apache.beam.runners.dataflow.harness.test,8,0,Medium,Medium,Medium,Medium,14,0,58,47,392,74,1,1,10,8,,,,LCC: 0.25,,,
beam,2.11.0,org.apache.beam.runners.fnexecution.control,40,0,High,Medium,High,Medium,126,8,309,199,2577,409,7,7,213,192,,,,,classes: 40,,Packages(1): org.apache.beam.runners.fnexecution.environment
beam,2.11.0,org.apache.beam.runners.fnexecution.data,5,0,Medium,Medium,Medium,Medium,7,0,16,12,220,28,1,1,22,5,,,,,,,Packages(1): org.apache.beam.runners.fnexecution
beam,2.11.0,org.apache.beam.runners.fnexecution,16,0,Medium,Medium,Medium,Medium,28,0,80,52,604,89,5,5,121,37,,,,LCC: 0.21,,,Packages(3): org.apache.beam.runners.fnexecution.control;org.apache.beam.runners.fnexecution.logging;org.apache.beam.runners.fnexecution.environment
beam,2.11.0,org.apache.beam.runners.fnexecution.jobsubmission,7,141,Medium,High,Medium,Very High,23,0,42,22,362,54,0,0,12,9,,,,LCC: 0.29,,,
beam,2.11.0,org.apache.beam.runners.fnexecution.logging,7,0,Medium,Medium,Medium,Medium,8,0,28,18,275,50,2,2,18,8,,,,LCC: 0.29,,,
beam,2.11.0,org.apache.beam.runners.fnexecution.provisioning,3,0,Medium,Medium,Medium,Medium,1,0,11,10,47,11,0,0,24,4,,,,,,,Packages(1): org.apache.beam.runners.fnexecution
beam,2.11.0,org.apache.beam.runners.local,6,0,Medium,Medium,Medium,Medium,7,0,30,17,190,34,1,1,68,4,,,,LCC: 0.67,,,
beam,2.11.0,org.apache.beam.runners.samza,14,0,High,Medium,High,Medium,37,5,67,36,544,99,0,0,54,57,,Packages(3): org.apache.beam.runners.samza;org.apache.beam.runners.samza.translation;org.apache.beam.runners.samza.runtime,,,,,Packages(1): org.apache.beam.runners.samza.translation
beam,2.11.0,org.apache.beam.runners.samza.runtime,40,0,High,Medium,High,Medium,146,1,399,318,2550,512,14,13,93,159,,,,,classes: 40,,Packages(1): org.apache.beam.runners.samza.translation
beam,2.11.0,org.apache.beam.runners.samza.translation,34,62,Medium,High,Medium,Very High,39,1,164,127,1155,223,11,8,75,125,,,,,classes: 34,,Packages(1): org.apache.beam.runners.samza.adapter
beam,2.11.0,org.apache.beam.runners.spark.aggregators,5,0,Medium,Medium,Medium,Medium,7,0,26,13,197,35,0,0,14,11,,,,,,,Packages(2): org.apache.beam.runners.spark;org.apache.beam.runners.spark.translation.streaming
beam,2.11.0,org.apache.beam.runners.spark.coders,7,0,High,Medium,High,Medium,4,0,28,22,282,29,2,2,26,13,,,,LCC: 0.29,,,Packages(3): org.apache.beam.runners.spark.io;org.apache.beam.runners.spark.translation;org.apache.beam.runners.spark
beam,2.11.0,org.apache.beam.runners.spark.io,26,0,High,Medium,High,Medium,149,9,201,125,1572,257,1,1,49,51,,,,LCC: 0.27,,,Packages(3): org.apache.beam.runners.spark;org.apache.beam.runners.spark.metrics;org.apache.beam.runners.spark.stateful
beam,2.11.0,org.apache.beam.runners.spark.metrics,13,0,High,Medium,High,Medium,24,2,52,37,397,68,0,0,28,23,,,,LCC: 0.38,,,Packages(2): org.apache.beam.runners.spark;org.apache.beam.runners.spark.translation.streaming
beam,2.11.0,org.apache.beam.runners.spark,37,0,High,Medium,Very High,Medium,47,4,190,73,1488,270,7,7,89,101,,Packages(4): org.apache.beam.runners.spark.translation.streaming;org.apache.beam.runners.spark.translation;org.apache.beam.runners.spark;org.apache.beam.runners.spark.stateful,,,classes: 37,,Packages(3): org.apache.beam.runners.spark.translation;org.apache.beam.runners.spark.translation.streaming;org.apache.beam.runners.spark.stateful
beam,2.11.0,org.apache.beam.runners.spark.translation,39,0,Medium,Medium,Medium,Medium,126,1,271,152,2400,389,5,5,90,113,,,,LCC: 0.21,classes: 39,,
beam,2.11.0,org.apache.beam.runners.spark.translation.streaming,20,0,Medium,Medium,Medium,Medium,74,8,129,92,1087,168,0,0,26,73,,,,LCC: 0.3,,,
beam,2.11.0,org.apache.beam.runners.spark.util,11,0,Medium,Medium,Medium,Medium,31,0,67,47,496,88,0,0,34,15,,,,LCC: 0.45,,,
beam,2.11.0,org.apache.beam.codestyle,2,0,Medium,Medium,Medium,Medium,2,0,5,3,30,5,0,0,1,1,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.range,12,0,Medium,Medium,Medium,Medium,56,8,125,106,1381,217,2,2,75,23,,,,,,,
beam,2.11.0,org.apache.beam.sdk.schemas.annotations,2,0,Medium,Medium,Medium,Medium,1,0,5,4,50,6,0,0,1,3,,,,,,,
beam,2.11.0,org.apache.beam.sdk.transforms.join,18,0,Medium,Medium,Medium,Medium,57,1,152,121,1223,223,0,0,73,110,,,,,,,
beam,2.11.0,org.apache.beam.sdk.transforms.reflect.testhelper,9,0,Medium,Medium,Medium,Medium,13,0,56,56,202,56,0,0,9,29,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.client.lib,6,0,Medium,Medium,Medium,Medium,19,0,23,15,183,23,0,0,11,25,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.util,3,0,Medium,Medium,Medium,Medium,0,0,7,5,78,11,0,0,2,1,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.docs,4,0,Medium,Medium,Medium,Medium,4,1,37,31,264,39,0,0,4,39,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.testkit,25,0,Medium,Medium,Medium,Medium,22,0,352,161,1577,379,15,16,28,171,,,,,,,
beam,2.11.0,org.apache.beam.sdk.util.gcsfs,4,0,Medium,Medium,Medium,Medium,22,3,72,67,655,112,0,0,22,4,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.jackson,5,0,Medium,Medium,Medium,Medium,21,1,39,37,264,49,0,0,8,19,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.joinlibrary,5,0,Medium,Medium,Medium,Medium,16,4,40,40,443,70,0,0,5,44,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.kryo,17,0,Medium,Medium,Medium,Medium,28,1,81,45,768,97,0,0,39,51,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.protobuf,8,0,Medium,Medium,Medium,Medium,25,3,72,58,577,118,0,0,22,37,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sorter,21,0,Medium,Medium,Medium,Medium,54,4,144,112,1111,165,3,3,39,68,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.jdbc,5,0,Medium,Medium,Medium,Medium,11,3,32,24,228,38,0,0,3,6,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.example,2,0,Medium,Medium,Medium,Medium,0,0,9,5,67,9,0,0,1,22,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.planner,3,0,Medium,Medium,Medium,Medium,5,2,7,5,45,9,0,0,5,13,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.schema,4,0,Medium,Medium,Medium,Medium,2,0,10,10,131,27,1,1,0,13,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.meta.provider.bigquery,4,0,Medium,Medium,Medium,Medium,8,4,16,11,109,16,0,0,5,28,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.meta.provider.hcatalog,4,0,Medium,Medium,Medium,Low,6,0,37,23,123,38,0,0,4,13,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.meta.provider.kafka,8,0,Medium,Medium,Medium,Low,17,1,37,34,236,44,1,1,9,46,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.meta.provider.text,7,0,Medium,Medium,Medium,Low,21,2,35,34,260,38,0,0,6,45,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.schema.transform,1,0,Medium,Medium,Medium,Low,3,0,1,1,12,1,0,0,0,2,,,,,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.integrationtest,9,0,Medium,Medium,Low,Low,20,1,48,29,383,60,3,3,10,67,,,,,,,
beam,2.11.0,org.apache.beam.sdk.fn.channel,7,0,Medium,Medium,Low,Low,7,2,23,18,169,26,3,3,12,10,,,,,,,
beam,2.11.0,org.apache.beam.sdk.fn.stream,27,0,Medium,Medium,Low,Low,62,5,124,105,1219,189,4,4,62,58,,,,,,,
beam,2.11.0,org.apache.beam.sdk.fn.windowing,3,0,Medium,Medium,Low,Low,2,2,16,12,76,16,0,0,6,9,,,,,,,
beam,2.11.0,org.apache.beam.fn.harness.logging,4,0,Medium,Medium,Low,Low,26,1,27,25,389,51,0,0,4,9,,,,,,,
beam,2.11.0,org.apache.beam.fn.harness.state,19,0,Medium,Medium,Low,Low,71,2,126,100,1099,186,2,2,54,51,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.aws.s3,17,0,Medium,Medium,Low,Low,51,2,155,67,1553,264,1,1,24,50,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.aws.sns,17,0,Medium,Medium,Low,Low,37,3,159,101,734,175,5,5,31,69,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.amqp,13,0,Medium,Low,Low,Low,29,3,95,68,562,122,0,0,26,60,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.clickhouse,16,0,Medium,Low,Low,Low,60,39,239,218,1207,316,2,2,36,82,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.elasticsearch,29,0,Medium,Low,Low,Low,146,10,434,200,2752,562,3,3,87,148,,,,,,,
beam,2.11.0,org.elasticsearch.bootstrap,2,0,Medium,Low,Low,Low,0,0,2,2,14,2,0,0,0,0,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.avro,3,0,Low,Low,Low,Low,4,1,6,6,42,6,0,0,2,16,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.text,1,0,Low,Low,Low,Low,8,1,3,2,52,6,0,0,0,15,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.tfrecord,3,0,Low,Low,Low,Low,5,2,7,6,50,7,0,0,3,15,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.gcp.bigtable,29,0,Low,Low,Low,Low,101,4,433,271,3278,586,6,6,75,197,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.gcp.common,1,0,Low,Low,Low,Low,0,0,1,1,8,1,0,0,0,2,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.gcp.testing,4,0,Low,Low,Low,Low,27,2,31,22,461,68,0,0,10,13,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.hadoop.inputformat,26,0,Low,Low,Low,Low,120,12,243,183,1593,258,0,0,42,106,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.hbase,26,0,Low,Low,Low,Low,82,8,208,153,1598,253,0,0,52,135,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.hcatalog,18,0,Low,Low,Low,Low,52,8,223,109,1137,261,0,0,30,81,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.hcatalog.test,2,0,Low,Low,Low,Low,9,4,15,11,138,19,0,0,5,3,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.jdbc,22,185,Low,High,Low,Very High,52,6,282,121,1377,334,3,3,48,135,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.jms,14,0,Low,Low,Low,Low,57,1,220,124,1366,269,1,1,26,64,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.kafka.serialization,2,0,Low,Low,Low,Low,2,0,6,6,26,6,0,0,1,0,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.kudu,22,0,Low,Low,Low,Low,84,8,235,114,1215,265,4,4,47,99,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.mongodb,28,210,Low,High,Low,Very High,89,6,452,217,2473,560,0,0,60,141,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.mqtt,12,0,Low,Low,Low,Low,34,1,161,89,887,200,0,0,26,61,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.redis,16,0,Low,Low,Low,Low,33,2,204,104,1047,259,2,2,29,83,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.solr,22,0,Low,Low,Low,Low,47,6,203,79,1189,250,2,2,51,111,,,,,,,
beam,2.11.0,org.apache.beam.sdk.io.synthetic,20,0,Low,Low,Low,Low,99,39,148,113,1296,195,2,2,47,78,,,,,,,
beam,2.11.0,$,1,0,Low,Low,Low,Low,1,0,3,3,21,3,0,0,0,6,,,,,,,
beam,2.11.0,it.pkg,1,0,Low,Low,Low,Low,1,0,3,3,21,3,0,0,0,6,,,,,,,
beam,2.11.0,org.apache.beam.sdk.loadtests.metrics,2,0,Low,Low,Low,Low,2,0,4,4,26,4,0,0,1,6,,,,,,,
beam,2.11.0,org.apache.beam.sdk.nexmark.model.sql,4,0,Low,Low,Low,Low,10,3,16,13,102,20,0,0,4,26,,,,,,,
beam,2.11.0,org.apache.beam.sdk.testutils.metrics,5,1,Low,High,Low,Very High,11,1,23,15,168,23,0,0,8,23,,,,,,,
beam,2.11.0,org.apache.beam.runners.apex.examples,7,0,Low,Low,Low,Low,21,0,42,33,249,50,0,0,9,13,,,,,,,
beam,2.11.0,org.apache.beam.runners.direct.portable.artifact,12,0,Low,Low,Low,Low,42,5,102,75,866,136,0,0,17,23,,,,,,,
beam,2.11.0,org.apache.beam.runners.extensions.metrics,11,0,Low,Low,Low,Low,43,0,70,46,613,110,3,3,9,9,,,,,,,
beam,2.11.0,org.apache.beam.runners.flink.translation.wrappers,5,0,Low,Low,Low,Low,13,0,36,36,189,40,0,0,3,4,,,,,,,
beam,2.11.0,org.apache.beam.runners.flink.translation.wrappers.streaming,29,290,Low,High,Low,Very High,163,0,265,164,2427,359,6,6,63,133,,,,,,,
beam,2.11.0,org.apache.beam.runners.flink.translation.wrappers.streaming.state,20,0,Low,Low,Low,Low,130,0,361,318,2724,480,6,6,40,68,,,,,,,
beam,2.11.0,org.apache.beam.runners.gearpump.translators.functions,2,0,Low,Low,Low,Low,18,0,12,6,120,23,0,0,1,8,,,,,,,
beam,2.11.0,org.apache.beam.runners.gearpump.translators.io,9,0,Low,Low,Low,Low,23,0,45,31,330,60,3,3,9,12,,,,,,,
beam,2.11.0,org.apache.beam.runners.dataflow.internal,11,0,Low,Low,Low,Low,30,8,152,129,978,200,0,0,112,28,,,,,,,
beam,2.11.0,org.apache.beam.runners.dataflow.transforms,2,0,Low,Low,Low,Low,4,2,31,26,148,31,0,0,0,4,,,,,,,
beam,2.11.0,com.google.cloud.dataflow.worker,1,0,Low,Low,Very Low,Very Low,0,0,1,1,8,1,0,0,0,1,,,,,,,
beam,2.11.0,org.apache.beam.runners.dataflow.worker.apiary,4,0,Low,Low,Very Low,Very Low,2,1,11,10,108,17,0,0,4,3,,,,,,,
beam,2.11.0,org.apache.beam.runners.dataflow.worker.fn.control,23,0,Low,Low,Very Low,Very Low,134,2,268,214,2456,418,6,6,36,129,,,,,,,
beam,2.11.0,org.apache.beam.runners.dataflow.worker.fn.grpc,1,0,Low,Low,Very Low,Very Low,0,0,1,1,9,1,0,0,0,0,,,,,,,
beam,2.11.0,org.apache.beam.runners.dataflow.worker.profiler,7,0,Low,Low,Very Low,Very Low,16,1,48,36,328,52,2,2,23,10,,,,,,,
beam,2.11.0,org.apache.beam.runners.dataflow.worker.status,20,0,Low,Low,Very Low,Very Low,68,10,71,45,726,98,8,6,29,30,,,,,,,
beam,2.11.0,org.apache.beam.runners.dataflow.worker.testing,5,0,Low,Low,Very Low,Very Low,18,1,45,41,269,55,0,0,6,7,,,,,,,
beam,2.11.0,org.apache.beam.runners.fnexecution.artifact,6,0,Low,Low,Very Low,Very Low,35,3,58,39,676,85,1,1,14,11,,,,,,,
beam,2.11.0,org.apache.beam.runners.fnexecution.environment,29,0,Low,Low,Very Low,Very Low,100,1,122,78,1198,159,14,14,69,106,,,,,,,
beam,2.11.0,org.apache.beam.runners.fnexecution.environment.testing,1,0,Low,Low,Very Low,Very Low,0,0,0,0,5,0,0,0,0,0,,,,,,,
beam,2.11.0,org.apache.beam.runners.fnexecution.state,16,0,Low,Low,Very Low,Very Low,24,0,86,32,670,105,5,5,82,28,,,,,,,
beam,2.11.0,org.apache.beam.runners.fnexecution.wire,4,0,Low,Low,Very Low,Very Low,5,3,21,14,157,27,0,0,20,15,,,,,,,
beam,2.11.0,org.apache.beam.runners.reference,10,0,Low,Low,Very Low,Very Low,22,2,40,26,504,68,0,0,15,23,,,,,,,
beam,2.11.0,org.apache.beam.runners.reference.testing,5,0,Low,Low,Very Low,Very Low,6,0,15,10,113,15,0,0,4,5,,,,,,,
beam,2.11.0,org.apache.beam.runners.samza.adapter,29,0,Low,Low,Very Low,Very Low,147,0,234,135,2211,374,9,9,55,96,,,,,,,
beam,2.11.0,org.apache.beam.runners.samza.container,2,0,Low,Low,Very Low,Very Low,4,0,5,5,44,7,0,0,2,2,,,,,,,
beam,2.11.0,org.apache.beam.runners.samza.metrics,6,0,Low,Low,Very Low,Very Low,9,0,22,16,150,26,0,0,23,12,,,,,,,
beam,2.11.0,org.apache.beam.runners.samza.transforms,2,0,Low,Low,Very Low,Very Low,1,0,4,3,32,6,0,0,1,1,,,,,,,
beam,2.11.0,org.apache.beam.runners.spark.examples,5,0,Low,Low,Very Low,Very Low,2,0,15,7,97,21,0,0,5,5,,,,,,,
beam,2.11.0,org.apache.beam.runners.spark.metrics.sink,2,0,Low,Low,Very Low,Very Low,0,0,2,2,16,2,0,0,0,2,,,,,,,
beam,2.11.0,org.apache.beam.runners.spark.stateful,16,0,Low,Low,Very Low,Very Low,56,0,157,109,1034,198,4,4,36,101,,,,,,,
beam,2.11.0,org.apache.beam.runners.spark.aggregators.metrics.sink,3,0,Low,Low,Very Low,Very Low,7,3,9,8,67,11,0,0,2,6,,,,,,,
beam,2.11.0,org.apache.beam.runners.spark.translation.streaming.utils,3,0,Low,Low,Very Low,Very Low,19,0,46,32,327,67,0,0,7,6,,,,,,,
cocoon,2.1.7,org.apache.cocoon.acting,35,0,Medium,Medium,Medium,Medium,79,29,86,53,2105,355,29,89,16,95,,,,,classes: 35,,
cocoon,2.1.7,org.apache.cocoon.bean,5,57,Medium,High,Medium,High,57,0,111,90,1265,222,2,1,9,33,,,,,,,Packages(1): org.apache.cocoon.environment.commandline
