Project,Release,Package,Classes,Refactoring-LOC,Smells-Rank-3,Efforts-Rank-3,Smells-Rank-5,Efforts-Rank-5,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,FANIN,FANOUT,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency
beam,2.10.0,org.apache.beam.sdk.extensions.jackson,5,0,Medium,Medium,Medium,Medium,21,1,39,37,264,49,0,0,8,19,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.joinlibrary,5,0,Medium,Medium,Medium,Medium,16,4,40,40,443,70,0,0,5,44,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.kryo,17,0,Medium,Medium,Medium,Medium,28,1,81,45,768,97,0,0,39,51,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.protobuf,8,0,Medium,Medium,Medium,Medium,25,3,72,58,577,118,0,0,20,37,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sorter,21,0,Medium,Medium,Medium,Medium,54,4,144,112,1111,165,3,3,39,68,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.jdbc,5,0,Medium,Medium,Medium,Medium,11,3,32,24,228,38,0,0,3,6,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.example,2,0,Medium,Medium,Medium,Medium,0,0,9,5,67,9,0,0,1,22,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.impl.planner,3,0,Medium,Medium,Medium,Medium,5,2,7,5,45,9,0,0,5,13,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.impl.schema,4,0,Medium,Medium,Medium,Medium,2,0,10,10,131,27,1,1,0,13,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.meta.provider.bigquery,4,0,Medium,Medium,Medium,Medium,8,4,16,11,109,16,0,0,5,28,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.meta.provider,4,25,Medium,High,Medium,Very High,2,0,17,9,88,18,2,2,15,4,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.meta.provider.kafka,8,0,Medium,Medium,Medium,Medium,17,1,37,34,236,44,1,1,9,46,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.meta.provider.text,7,0,Medium,Medium,Medium,Medium,21,2,35,34,260,38,0,0,6,45,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.impl.schema.transform,1,0,Medium,Medium,Medium,Medium,3,0,1,1,12,1,0,0,0,2,,,,,,,
beam,2.10.0,org.apache.beam.sdk.extensions.sql.integrationtest,9,0,Medium,Medium,Medium,Low,20,1,48,29,383,60,3,3,10,67,,,,,,,
beam,2.10.0,org.apache.beam.sdk.fn.channel,7,0,Medium,Medium,Low,Low,7,2,23,18,169,26,3,3,12,10,,,,,,,
beam,2.10.0,org.apache.beam.sdk.fn.stream,27,0,Medium,Medium,Low,Low,62,5,124,105,1219,189,4,4,62,58,,,,,,,
beam,2.10.0,org.apache.beam.sdk.fn.windowing,3,0,Medium,Medium,Low,Low,2,2,16,12,76,16,0,0,6,9,,,,,,,
beam,2.10.0,org.apache.beam.fn.harness.logging,4,0,Medium,Medium,Low,Low,26,1,27,25,389,51,0,0,4,9,,,,,,,
beam,2.10.0,org.apache.beam.fn.harness.state,19,0,Medium,Medium,Low,Low,71,2,126,100,1099,186,2,2,54,51,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.aws.s3,17,0,Medium,Medium,Low,Low,50,2,154,68,1535,263,1,1,24,50,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.aws.sns,17,0,Medium,Medium,Low,Low,37,3,159,101,734,175,5,5,31,69,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.amqp,13,0,Medium,Medium,Low,Low,29,3,95,68,562,122,0,0,26,60,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.clickhouse,16,0,Medium,Medium,Low,Low,60,39,239,218,1207,316,2,2,36,82,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.elasticsearch,29,0,Medium,Medium,Low,Low,146,10,434,200,2750,562,3,3,87,148,,,,,,,
beam,2.10.0,org.elasticsearch.bootstrap,2,0,Medium,Low,Low,Low,0,0,2,2,14,2,0,0,0,0,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.avro,3,0,Low,Low,Low,Low,4,1,6,6,42,6,0,0,2,16,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.text,1,0,Low,Low,Low,Low,8,1,3,2,52,6,0,0,0,15,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.tfrecord,3,0,Low,Low,Low,Low,5,2,7,6,50,7,0,0,3,15,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.gcp.bigtable,29,0,Low,Low,Low,Low,101,4,433,271,3278,586,6,6,75,197,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.gcp.common,1,0,Low,Low,Low,Low,0,0,1,1,8,1,0,0,0,2,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.gcp.testing,4,0,Low,Low,Low,Low,27,2,30,21,437,64,0,0,9,13,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.hadoop.inputformat,26,0,Low,Low,Low,Low,120,12,243,183,1593,258,0,0,42,106,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.hbase,26,0,Low,Low,Low,Low,82,8,208,153,1598,253,0,0,52,135,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.jdbc,22,0,Low,Low,Low,Low,52,6,282,121,1377,334,3,3,48,135,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.jms,14,0,Low,Low,Low,Low,57,1,220,124,1366,269,1,1,26,64,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.kafka.serialization,2,0,Low,Low,Low,Low,2,0,6,6,26,6,0,0,1,0,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.kudu,22,0,Low,Low,Low,Low,84,8,235,114,1215,265,4,4,47,99,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.mongodb,27,0,Low,Low,Low,Low,88,4,451,224,2471,562,0,0,58,139,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.mqtt,12,0,Low,Low,Low,Low,34,1,161,89,887,200,0,0,26,61,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.redis,16,0,Low,Low,Low,Low,33,2,204,104,1041,259,2,2,29,83,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.solr,22,0,Low,Low,Low,Low,47,6,203,79,1189,250,2,2,51,111,,,,,,,
beam,2.10.0,org.apache.beam.sdk.io.synthetic,20,0,Low,Low,Low,Low,99,39,148,113,1296,195,2,2,47,78,,,,,,,
beam,2.10.0,$,1,0,Low,Low,Low,Low,1,0,3,3,21,3,0,0,0,6,,,,,,,
beam,2.10.0,it.pkg,1,0,Low,Low,Low,Low,1,0,3,3,21,3,0,0,0,6,,,,,,,
beam,2.10.0,org.apache.beam.sdk.loadtests,18,0,Low,Low,Low,Low,20,0,99,17,451,126,8,8,17,69,,,,,,,
beam,2.10.0,org.apache.beam.sdk.loadtests.metrics,2,0,Low,Low,Low,Low,2,0,4,4,26,4,0,0,1,6,,,,,,,
beam,2.10.0,org.apache.beam.sdk.nexmark.model.sql,4,0,Low,Low,Low,Low,10,3,16,13,102,20,0,0,4,26,,,,,,,
beam,2.10.0,org.apache.beam.sdk.testutils.metrics,5,2,Low,High,Low,Very High,11,1,23,15,168,23,0,0,7,23,,,,,,,
beam,2.10.0,org.apache.beam.runners.apex.examples,7,0,Low,Low,Low,Low,21,0,42,33,249,50,0,0,9,13,,,,,,,
beam,2.10.0,org.apache.beam.runners.direct.portable.artifact,12,0,Low,Low,Low,Low,42,5,102,75,866,136,0,0,20,23,,,,,,,
beam,2.10.0,org.apache.beam.runners.extensions.metrics,11,0,Low,Low,Low,Low,43,0,70,46,613,110,3,3,9,9,,,,,,,
beam,2.10.0,org.apache.beam.runners.flink.translation.wrappers,5,0,Low,Low,Low,Low,13,0,36,36,189,40,0,0,3,4,,,,,,,
beam,2.10.0,org.apache.beam.runners.flink.translation.wrappers.streaming,29,0,Low,Low,Low,Low,164,0,263,162,2390,362,6,6,62,132,,,,,,,
beam,2.10.0,org.apache.beam.runners.flink.translation.wrappers.streaming.state,25,0,Low,Low,Low,Low,148,0,415,354,3164,570,8,8,47,78,,,,,,,
beam,2.10.0,org.apache.beam.runners.gearpump.translators.functions,2,0,Low,Low,Low,Low,18,0,12,6,120,23,0,0,1,8,,,,,,,
beam,2.10.0,org.apache.beam.runners.gearpump.translators.io,9,0,Low,Low,Low,Low,23,0,45,31,330,60,3,3,9,12,,,,,,,
beam,2.10.0,org.apache.beam.runners.dataflow.internal,11,0,Low,Low,Low,Low,30,8,152,129,978,200,0,0,112,28,,,,,,,
beam,2.10.0,org.apache.beam.runners.dataflow.transforms,2,0,Low,Low,Low,Low,4,2,31,26,148,31,0,0,0,4,,,,,,,
beam,2.10.0,com.google.cloud.dataflow.worker,1,0,Low,Low,Low,Low,0,0,1,1,8,1,0,0,0,1,,,,,,,
beam,2.10.0,org.apache.beam.runners.dataflow.worker.apiary,4,0,Low,Low,Very Low,Very Low,2,1,11,10,108,17,0,0,4,3,,,,,,,
beam,2.10.0,org.apache.beam.runners.dataflow.worker.fn.control,13,0,Low,Low,Very Low,Very Low,93,0,200,161,1858,337,3,3,22,82,,,,,,,
beam,2.10.0,org.apache.beam.runners.dataflow.worker.fn.grpc,1,0,Low,Low,Very Low,Very Low,0,0,1,1,9,1,0,0,0,0,,,,,,,
beam,2.10.0,org.apache.beam.runners.dataflow.worker.profiler,7,0,Low,Low,Very Low,Very Low,16,1,48,36,328,52,2,2,23,10,,,,,,,
beam,2.10.0,org.apache.beam.runners.dataflow.worker.status,20,0,Low,Low,Very Low,Very Low,68,10,71,45,726,98,8,6,29,30,,,,,,,
beam,2.10.0,org.apache.beam.runners.dataflow.worker.testing,5,0,Low,Low,Very Low,Very Low,18,1,45,41,269,55,0,0,6,7,,,,,,,
beam,2.10.0,org.apache.beam.runners.fnexecution.artifact,6,0,Low,Low,Very Low,Very Low,35,3,58,39,676,85,1,1,11,11,,,,,,,
beam,2.10.0,org.apache.beam.runners.fnexecution.environment,29,0,Low,Low,Very Low,Very Low,100,1,122,78,1198,159,14,14,67,106,,,,,,,
beam,2.10.0,org.apache.beam.runners.fnexecution.environment.testing,1,0,Low,Low,Very Low,Very Low,0,0,0,0,5,0,0,0,0,0,,,,,,,
beam,2.10.0,org.apache.beam.runners.fnexecution.state,16,0,Low,Low,Very Low,Very Low,24,0,86,32,670,105,5,5,75,28,,,,,,,
beam,2.10.0,org.apache.beam.runners.fnexecution.wire,4,0,Low,Low,Very Low,Very Low,5,3,21,14,157,27,0,0,19,15,,,,,,,
beam,2.10.0,org.apache.beam.runners.reference,10,0,Low,Low,Very Low,Very Low,22,2,40,26,504,68,0,0,15,23,,,,,,,
beam,2.10.0,org.apache.beam.runners.reference.testing,5,0,Low,Low,Very Low,Very Low,6,0,15,10,113,15,0,0,4,5,,,,,,,
beam,2.10.0,org.apache.beam.runners.samza.adapter,29,0,Low,Low,Very Low,Very Low,147,0,234,135,2211,374,9,9,55,96,,,,,,,
beam,2.10.0,org.apache.beam.runners.samza.container,2,0,Low,Low,Very Low,Very Low,4,0,5,5,44,7,0,0,2,2,,,,,,,
beam,2.10.0,org.apache.beam.runners.samza.metrics,6,0,Low,Low,Very Low,Very Low,9,0,22,16,150,26,0,0,24,12,,,,,,,
beam,2.10.0,org.apache.beam.runners.samza.transforms,2,0,Low,Low,Very Low,Very Low,1,0,4,3,32,6,0,0,1,1,,,,,,,
beam,2.10.0,org.apache.beam.runners.samza.translation,27,0,Low,Low,Very Low,Very Low,31,1,118,90,809,166,9,7,57,84,,,,,,,
beam,2.10.0,org.apache.beam.runners.spark.examples,5,0,Low,Low,Very Low,Very Low,2,0,15,7,97,21,0,0,5,5,,,,,,,
beam,2.10.0,org.apache.beam.runners.spark.metrics.sink,2,0,Low,Low,Very Low,Very Low,0,0,2,2,16,2,0,0,0,2,,,,,,,
beam,2.10.0,org.apache.beam.runners.spark.stateful,16,0,Low,Low,Very Low,Very Low,56,0,157,109,1034,198,4,4,36,102,,,,,,,
beam,2.10.0,org.apache.beam.runners.spark.aggregators.metrics.sink,3,0,Low,Low,Very Low,Very Low,7,3,9,8,67,11,0,0,2,6,,,,,,,
beam,2.10.0,org.apache.beam.runners.spark.translation.streaming.utils,3,0,Low,Low,Very Low,Very Low,19,0,46,32,327,67,0,0,7,6,,,,,,,
beam,2.11.0,org.apache.beam.sdk.coders,194,0,High,High,Very High,Very High,380,45,997,832,7521,1392,70,145,1506,686,,Packages(13): org.apache.beam.sdk.values;org.apache.beam.sdk.transforms;org.apache.beam.sdk.transforms.display;org.apache.beam.sdk.options;org.apache.beam.sdk;org.apache.beam.sdk.runners;org.apache.beam.sdk.transforms.windowing;org.apache.beam.sdk.coders;org.apache.beam.sdk.io;org.apache.beam.sdk.io.fs;org.apache.beam.sdk.transforms.reflect;org.apache.beam.sdk.util;org.apache.beam.sdk.state,,,classes: 194,,Packages(7): org.apache.beam.sdk.util;org.apache.beam.sdk.transforms;org.apache.beam.sdk.io;org.apache.beam.sdk.transforms.windowing;org.apache.beam.sdk.schemas;org.apache.beam.sdk;org.apache.beam.sdk.testing
beam,2.11.0,org.apache.beam.sdk.io,251,0,High,High,High,Very High,710,73,3152,1961,20481,3971,75,156,939,1665,,,,,classes: 251,,
beam,2.11.0,org.apache.beam.sdk.io.fs,18,0,High,High,High,Very High,13,2,79,61,433,81,3,3,152,37,,,,LCC: 0.2,,,Packages(3): org.apache.beam.sdk.coders;org.apache.beam.sdk.io;org.apache.beam.sdk.testing
beam,2.11.0,org.apache.beam.sdk.metrics,34,3,High,High,Very High,Very High,43,5,202,143,1219,225,14,14,180,95,,,,,classes: 34,,Packages(3): org.apache.beam.sdk.testing;org.apache.beam.sdk;org.apache.beam.sdk.io
beam,2.11.0,org.apache.beam.sdk.options,182,0,High,High,Very High,Very High,153,20,1335,350,6934,1612,125,151,999,324,,,,,classes: 182,,Packages(6): org.apache.beam.sdk.util;org.apache.beam.sdk;org.apache.beam.sdk.runners;org.apache.beam.sdk.transforms.display;org.apache.beam.sdk.transforms;org.apache.beam.sdk.testing
beam,2.11.0,org.apache.beam.sdk,29,0,High,High,High,High,42,13,177,138,1146,218,4,5,195,155,,,,,,,Packages(2): org.apache.beam.sdk.runners;org.apache.beam.sdk.io
beam,2.11.0,org.apache.beam.sdk.runners,15,0,High,High,High,High,29,4,144,114,1373,236,0,0,52,101,,,,LCC: 0.27,,,
beam,2.11.0,org.apache.beam.sdk.schemas,68,0,High,High,Very High,High,135,65,703,525,3923,872,21,27,492,196,,,,,classes: 68,,Packages(3): org.apache.beam.sdk.schemas.utils;org.apache.beam.sdk.transforms;org.apache.beam.sdk.schemas.parser
beam,2.11.0,org.apache.beam.sdk.schemas.transforms,66,463,High,High,High,Very High,233,66,521,420,3918,789,2,2,155,397,,,,,classes: 66,,
beam,2.11.0,org.apache.beam.sdk.schemas.utils,76,395,High,High,High,Very High,342,153,746,563,5377,1114,15,15,215,245,,,,,classes: 76,,
beam,2.11.0,org.apache.beam.sdk.state,31,0,High,High,Very High,High,26,1,226,138,1145,280,19,21,208,66,,,,LCC: 0.23,classes: 31,,Packages(1): org.apache.beam.sdk
beam,2.11.0,org.apache.beam.sdk.testing,165,0,High,High,Very High,High,295,39,1067,833,7303,1307,27,33,842,618,,,,LCC: 0.24,classes: 165,,Packages(3): org.apache.beam.sdk;org.apache.beam.sdk.io;org.apache.beam.sdk.runners
beam,2.11.0,org.apache.beam.sdk.transforms,425,0,High,High,Very High,High,1045,116,3921,3341,27105,4849,250,346,3284,2745,,,,,LOC: 27105,,Packages(6): org.apache.beam.sdk.util;org.apache.beam.sdk.io;org.apache.beam.sdk;org.apache.beam.sdk.transforms.reflect;org.apache.beam.sdk.state;org.apache.beam.sdk.testing
beam,2.11.0,org.apache.beam.sdk.transforms.display,26,0,Medium,High,High,High,53,1,425,317,2393,476,6,6,361,102,,,,,,,Packages(6): org.apache.beam.sdk.transforms;org.apache.beam.sdk;org.apache.beam.sdk.runners;org.apache.beam.sdk.testing;org.apache.beam.sdk.io;org.apache.beam.sdk.util
beam,2.11.0,org.apache.beam.sdk.transforms.reflect,150,0,High,High,Very High,High,214,48,1168,822,6243,1348,47,53,323,501,,,,,classes: 150,,Packages(1): org.apache.beam.sdk.transforms.reflect.testhelper
beam,2.11.0,org.apache.beam.sdk.transforms.splittabledofn,11,0,Medium,High,High,High,12,2,75,60,578,91,5,3,11,15,,,,LCC: 0.27,,,
beam,2.11.0,org.apache.beam.sdk.transforms.windowing,83,0,High,High,Very High,High,112,19,665,550,4057,809,35,55,934,381,,,,,classes: 83,,Packages(5): org.apache.beam.sdk.util;org.apache.beam.sdk.transforms;org.apache.beam.sdk.testing;org.apache.beam.sdk.io;org.apache.beam.sdk.runners
beam,2.11.0,org.apache.beam.sdk.util,164,0,High,High,Very High,High,339,35,1183,838,9440,1569,22,32,678,373,,Packages(2): org.apache.beam.sdk.util;org.apache.beam.sdk.extensions.gcp.options,,LCC: 0.2,classes: 164,,Packages(3): org.apache.beam.sdk.io;org.apache.beam.sdk.testing;org.apache.beam.sdk.extensions.gcp.options
beam,2.11.0,org.apache.beam.sdk.util.common,9,0,Medium,High,High,High,13,8,49,31,422,73,0,0,56,5,,,,LCC: 0.67,,,
beam,2.11.0,org.apache.beam.sdk.values,67,0,High,High,Very High,High,124,16,565,463,4469,798,17,18,2501,255,,,,,classes: 67,,Packages(8): org.apache.beam.sdk;org.apache.beam.sdk.transforms;org.apache.beam.sdk.coders;org.apache.beam.sdk.schemas;org.apache.beam.sdk.transforms.windowing;org.apache.beam.sdk.util;org.apache.beam.sdk.testing;org.apache.beam.sdk.io
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.client.accumulators,11,0,High,High,Very High,High,13,0,43,20,237,45,8,11,41,13,,Packages(4): org.apache.beam.sdk.extensions.euphoria.core.translate.provider;org.apache.beam.sdk.extensions.euphoria.core.client.operator;org.apache.beam.sdk.extensions.euphoria.core.translate;org.apache.beam.sdk.extensions.euphoria.core.client.accumulators,,,,,Packages(2): org.apache.beam.sdk;org.apache.beam.sdk.extensions.euphoria.core.translate
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.client.functional,17,0,Medium,High,High,High,2,0,18,4,182,18,7,9,129,8,,,,LCC: 0.53,,,
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.client.operator,120,0,High,High,Very High,High,202,1,605,358,4077,621,93,41,185,633,,,,LCC: 0.38,classes: 120,,Packages(2): org.apache.beam.sdk.runners;org.apache.beam.sdk.extensions.kryo
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.client.operator.base,13,0,Medium,High,High,High,5,0,39,6,325,40,3,2,67,22,,,,LCC: 0.77,,,
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.client.type,7,0,Medium,High,High,High,1,0,13,7,148,18,0,0,23,7,,,,LCC: 0.86,,,
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.client.util,6,0,Medium,High,High,High,5,0,21,17,157,24,0,0,20,7,,,,LCC: 1.0,,,
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.translate,37,0,High,High,Very High,High,64,2,152,78,1087,203,14,16,72,196,,,,,classes: 37,,Packages(3): org.apache.beam.sdk.extensions.euphoria.core.client.operator;org.apache.beam.sdk.transforms.join;org.apache.beam.sdk.extensions.kryo
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.translate.provider,13,0,Medium,High,High,High,21,0,82,37,529,94,2,2,41,49,,,,,,,Packages(2): org.apache.beam.sdk.extensions.euphoria.core.translate;org.apache.beam.sdk.extensions.euphoria.core.client.operator
beam,2.11.0,org.apache.beam.sdk.extensions.euphoria.core.testkit.accumulators,7,0,Medium,High,High,High,7,0,44,27,174,46,4,4,12,8,,,,LCC: 0.29,,,
beam,2.11.0,org.apache.beam.sdk.extensions.gcp.auth,7,0,Medium,High,High,High,6,0,25,24,126,27,2,2,10,8,,,,LCC: 0.43,,,
beam,2.11.0,org.apache.beam.sdk.extensions.gcp.options,16,0,Medium,High,High,High,34,8,110,60,928,138,3,5,70,84,,,,,,,Packages(1): org.apache.beam.sdk.extensions.gcp.storage
beam,2.11.0,org.apache.beam.sdk.extensions.gcp.storage,12,0,Medium,High,High,High,13,3,80,50,613,103,2,2,18,51,,,,LCC: 0.25,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sketching,30,0,Medium,High,Medium,High,53,4,271,143,1529,324,0,0,39,130,,,,LCC: 0.3,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql,52,0,High,High,Very High,High,109,31,419,320,2688,449,10,10,90,267,,,,LCC: 0.21,classes: 52,,Packages(5): org.apache.beam.sdk.extensions.sql.impl.rel;org.apache.beam.sdk.extensions.sql.integrationtest;org.apache.beam.sdk.extensions.sql.meta.provider.hcatalog;org.apache.beam.sdk.io.gcp.pubsub;org.apache.beam.sdk.io.gcp.bigquery
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl,21,0,Medium,High,Medium,High,29,6,248,209,1498,295,5,5,56,68,,,,,,,Packages(4): org.apache.beam.sdk.extensions.sql;org.apache.beam.sdk.extensions.sql.impl.rel;org.apache.beam.sdk.extensions.sql.impl.planner;org.apache.beam.sdk.extensions.sql.impl.udf
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.parser,9,0,Medium,High,Medium,High,16,0,47,28,426,77,1,1,6,23,,,,LCC: 0.44,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.rel,57,48,High,High,Very High,Very High,109,18,268,211,2317,428,21,21,98,403,,,,,classes: 57,,Packages(1): org.apache.beam.sdk.extensions.joinlibrary
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.rule,13,0,Medium,High,Medium,High,13,13,31,16,274,51,0,0,26,17,,,,LCC: 1.0,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.transform.agg,11,0,High,High,Very High,High,32,2,92,56,468,105,2,2,19,45,,,,LCC: 0.27,,,Packages(1): org.apache.beam.sdk.extensions.sql.impl.transform
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.transform,24,0,Medium,High,Medium,High,39,1,97,83,808,181,7,7,18,77,,,,LCC: 0.29,classes: 31,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.udf,7,0,High,High,Very High,High,2,0,44,42,364,71,4,4,1,10,,,,LCC: 0.43,,,Packages(1): org.apache.beam.sdk.extensions.sql.integrationtest
beam,2.11.0,org.apache.beam.sdk.extensions.sql.impl.utils,4,0,Medium,High,Medium,High,20,14,19,17,201,38,0,0,37,7,,,,LCC: 0.67,,,Packages(2): org.apache.beam.sdk.schemas;org.apache.beam.sdk.transforms
beam,2.11.0,org.apache.beam.sdk.extensions.sql.meta,2,0,Medium,Medium,Medium,High,0,0,22,22,42,22,0,0,22,2,,,,,,,Packages(1): org.apache.beam.sdk.schemas
beam,2.11.0,org.apache.beam.sdk.extensions.sql.meta.provider,4,0,Medium,Medium,Medium,High,2,0,20,9,106,21,2,2,17,4,,,,,,,Packages(1): org.apache.beam.sdk.schemas
beam,2.11.0,org.apache.beam.sdk.extensions.sql.meta.provider.pubsub,8,0,Medium,Medium,Medium,High,20,7,68,27,393,79,0,0,6,58,,,,LCC: 0.38,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.meta.provider.test,8,0,Medium,Medium,Medium,High,18,1,49,46,272,51,2,2,36,45,,,,LCC: 0.25,,,
beam,2.11.0,org.apache.beam.sdk.extensions.sql.meta.store,4,0,Medium,Medium,Medium,High,7,0,33,27,178,41,1,1,11,11,,,,,,,Packages(1): org.apache.beam.sdk.extensions.sql
beam,2.11.0,org.apache.beam.sdk.extensions.sql.utils,9,0,Medium,Medium,Medium,High,9,0,31,21,214,33,5,5,2,9,,,,LCC: 0.33,,,
beam,2.11.0,org.apache.beam.sdk.fn.data,16,0,Medium,Medium,Medium,High,35,4,76,57,585,92,4,5,81,30,,,,,,,Packages(2): org.apache.beam.sdk.util;org.apache.beam.sdk.fn.stream
beam,2.11.0,org.apache.beam.sdk.fn.function,6,0,Medium,Medium,Medium,High,0,0,5,0,35,5,1,1,8,0,,,,LCC: 0.83,,,
beam,2.11.0,org.apache.beam.sdk.fn.test,9,0,Medium,Medium,Medium,High,14,0,66,50,427,82,1,1,27,11,,,,LCC: 0.33,,,
beam,2.11.0,org.apache.beam.fn.harness,87,0,Medium,Medium,Medium,High,259,7,493,346,4063,618,37,42,150,551,,,,,classes: 87,,
beam,2.11.0,org.apache.beam.fn.harness.control,13,0,High,Medium,Very High,High,46,3,58,40,655,85,2,2,32,42,,,,LCC: 0.31,,,Packages(1): org.apache.beam.fn.harness
beam,2.11.0,org.apache.beam.fn.harness.data,16,0,Medium,Medium,Medium,High,50,10,58,50,903,87,2,2,86,76,,,,LCC: 0.25,,,
beam,2.11.0,org.apache.beam.sdk.io.aws.options,17,0,Medium,Medium,Medium,Medium,8,2,59,28,486,89,1,1,24,14,,,,LCC: 0.53,,,
beam,2.11.0,org.apache.beam.sdk.io.aws.sqs,12,0,Medium,Medium,Medium,Medium,26,3,86,50,458,111,0,0,21,48,,,,LCC: 0.25,,,
beam,2.11.0,org.apache.beam.sdk.io.cassandra,32,88,Medium,High,Medium,Very High,82,3,360,163,1865,435,8,6,58,103,,,,,classes: 32,,
beam,2.11.0,org.apache.beam.sdk.io.common,15,0,High,Medium,Very High,Medium,10,1,82,46,444,99,2,2,35,29,,,,LCC: 0.47,,,Packages(1): org.apache.beam.sdk.io
beam,2.11.0,org.apache.beam.sdk.io.parquet,14,0,Medium,Medium,Medium,Medium,24,4,122,73,516,129,0,0,15,65,,,,LCC: 0.29,,,
beam,2.11.0,org.apache.beam.sdk.io.xml,31,12,Medium,High,Medium,Very High,83,22,375,198,2157,472,0,0,43,105,,,,,classes: 31,,
beam,2.11.0,org.apache.beam.sdk.io.gcp.bigquery,140,560,Medium,High,Medium,Very High,537,28,1481,790,10906,2020,19,22,469,1012,,,,,classes: 140,,
beam,2.11.0,org.apache.beam.sdk.io.gcp.datastore,36,0,Medium,Medium,Medium,Medium,176,3,378,234,3165,505,7,7,97,220,,,,,classes: 36,,
beam,2.11.0,org.apache.beam.sdk.io.gcp.pubsub,64,0,Medium,Medium,Medium,Medium,399,31,670,449,5797,944,7,7,269,441,,,,,classes: 64,,
beam,2.11.0,org.apache.beam.sdk.io.gcp.spanner,58,0,Medium,Medium,Medium,Medium,161,13,736,403,4755,954,2,2,161,315,,,,,classes: 58,,
beam,2.11.0,org.apache.beam.sdk.io.hadoop,6,0,High,Medium,High,Medium,8,1,27,27,224,36,0,0,26,13,,,,LCC: 0.33,,,Packages(1): org.apache.beam.sdk.testing
beam,2.11.0,org.apache.beam.sdk.io.hdfs,17,72,Medium,High,Medium,Very High,28,7,92,66,840,151,0,0,18,49,,,,LCC: 0.29,,,
beam,2.11.0,org.apache.beam.sdk.io.hadoop.format,59,0,Medium,Medium,Medium,Medium,299,27,594,357,4776,714,4,2,134,335,,,,,classes: 59,,
beam,2.11.0,org.apache.beam.sdk.io.kafka,61,0,Medium,Medium,Medium,Medium,277,10,630,332,4347,822,9,8,137,316,,,,,classes: 61,,
beam,2.11.0,org.apache.beam.sdk.io.kinesis,60,0,Medium,Medium,Medium,Medium,242,9,547,368,3500,677,9,9,166,210,,,,,classes: 60,,
